year,semester,id,"Course Name",credit,Credit_full,major,program,english_level,version,Program_fullname
-1,-1,IT561_1,"Thesis (Research)",32,"32 (0, 32)",ISM,ISM_RS_2020,"Toefl >= 500 - AE1",2020,"ISM_RS_2020-2020-Toefl >= 500 - AE1"
-1,-1,IT561_1,"Thesis (Research)",32,"32 (0, 32)",NES,NES_RS_2020,"Toefl >= 500 - AE1",2020,"NES_RS_2020-2020-Toefl >= 500 - AE1"
1,1,PT001,"Physical Training 1",3,"3 (3, 0)",CS,CS_2020,IE3,2020,CS_2020-2020-IE3
1,1,ENTP01,"Intensive English 1",17,"17 (17, 0)",CS,CS_2020_1,"Toefl < 430 IE1",2020,"CS_2020_1-2020-Toefl < 430 IE1"
1,1,ENTP02,"Intensive English 2",13,"13 (13, 0)",CS,CS_2020_1,"Toefl < 430 IE1",2020,"CS_2020_1-2020-Toefl < 430 IE1"
1,1,ENTP02,"Intensive English 2",13,"13 (13, 0)",CS,CS_2020_1,"500> Toefl >= 430 IE2",2020,"CS_2020_1-2020-500> Toefl >= 430 IE2"
1,1,ENTP03,"Intensive English 3",10,"10 (10, 0)",CS,CS_2020_1,"500> Toefl >= 430 IE2",2020,"CS_2020_1-2020-500> Toefl >= 430 IE2"
1,1,CH011,"Chemistry for Engineer",3,"3 (3, 0)",CS,CS_2020_1,"Toefl >= 500 - AE1",2020,"CS_2020_1-2020-Toefl >= 500 - AE1"
1,1,CH012,"Chemistry Laboratory",1,"1 (0, 1)",CS,CS_2020_1,"Toefl >= 500 - AE1",2020,"CS_2020_1-2020-Toefl >= 500 - AE1"
1,1,EN007,"Writing AE1",2,"2 (2, 0)",CS,CS_2020_1,"Toefl >= 500 - AE1",2020,"CS_2020_1-2020-Toefl >= 500 - AE1"
1,1,EN008,"Listening AE1",2,"2 (2, 0)",CS,CS_2020_1,"Toefl >= 500 - AE1",2020,"CS_2020_1-2020-Toefl >= 500 - AE1"
1,1,IT064,"Introduction to Computing",3,"3 (3, 0)",CS,CS_2020_1,"Toefl >= 500 - AE1",2020,"CS_2020_1-2020-Toefl >= 500 - AE1"
1,1,MA001,"Calculus 1",4,"4 (4, 0)",CS,CS_2020_1,"Toefl >= 500 - AE1",2020,"CS_2020_1-2020-Toefl >= 500 - AE1"
1,1,PH013,"Physics 1 (general mechanics",2,"2 (2, 0)",CS,CS_2020_1,"Toefl >= 500 - AE1",2020,"CS_2020_1-2020-Toefl >= 500 - AE1"
1,1,PH014,"Physics 2 (Fluid Mechanics and Thermal Physics)",2,"2 (2, 0)",CS,CS_2020_1,"Toefl >= 500 - AE1",2020,"CS_2020_1-2020-Toefl >= 500 - AE1"
1,1,PT001,"Physical Training 1",3,"3 (3, 0)",CS,CS_2020_1,"Toefl >= 500 - AE1",2020,"CS_2020_1-2020-Toefl >= 500 - AE1"
1,1,ENTP00,"Intensive English 0",17,"17 (17, 0)",CS,CS_2020_1,IE0,2020,CS_2020_1-2020-IE0
1,1,ENTP01,"Intensive English 1",17,"17 (17, 0)",CS,CS_2020_1,IE0,2020,CS_2020_1-2020-IE0
1,1,ENTP03,"Intensive English 3",10,"10 (10, 0)",CS,CS_2020_1,IE3,2020,CS_2020_1-2020-IE3
1,1,PE015," Philosophy Marx - Lenin",3,"3 (3, 0)",CS,CS_2020_1,IE3,2020,CS_2020_1-2020-IE3
1,1,PE016,"Marxist – Leninist Political Economy",2,"2 (2, 0)",CS,CS_2020_1,IE3,2020,CS_2020_1-2020-IE3
1,1,PT001,"Physical Training 1",3,"3 (3, 0)",CS,CS_2020_1,IE3,2020,CS_2020_1-2020-IE3
1,1,ENTP01,"Intensive English 1",17,"17 (17, 0)",CS,CS_2021,"Toefl < 430 IE1",2021,"CS_2021-2021-Toefl < 430 IE1"
1,1,ENTP02,"Intensive English 2",13,"13 (13, 0)",CS,CS_2021,"Toefl < 430 IE1",2021,"CS_2021-2021-Toefl < 430 IE1"
1,1,ENTP02,"Intensive English 2",13,"13 (13, 0)",CS,CS_2021,"500> Toefl >= 430 IE2",2021,"CS_2021-2021-500> Toefl >= 430 IE2"
1,1,CH011,"Chemistry for Engineer",3,"3 (3, 0)",CS,CS_2021,"Toefl >= 500 - AE1",2021,"CS_2021-2021-Toefl >= 500 - AE1"
1,1,CH012,"Chemistry Laboratory",1,"1 (0, 1)",CS,CS_2021,"Toefl >= 500 - AE1",2021,"CS_2021-2021-Toefl >= 500 - AE1"
1,1,EN007,"Writing AE1",2,"2 (2, 0)",CS,CS_2021,"Toefl >= 500 - AE1",2021,"CS_2021-2021-Toefl >= 500 - AE1"
1,1,EN008,"Listening AE1",2,"2 (2, 0)",CS,CS_2021,"Toefl >= 500 - AE1",2021,"CS_2021-2021-Toefl >= 500 - AE1"
1,1,IT064,"Introduction to Computing",3,"3 (3, 0)",CS,CS_2021,"Toefl >= 500 - AE1",2021,"CS_2021-2021-Toefl >= 500 - AE1"
1,1,MA001,"Calculus 1",4,"4 (4, 0)",CS,CS_2021,"Toefl >= 500 - AE1",2021,"CS_2021-2021-Toefl >= 500 - AE1"
1,1,PH013,"Physics 1 (general mechanics",2,"2 (2, 0)",CS,CS_2021,"Toefl >= 500 - AE1",2021,"CS_2021-2021-Toefl >= 500 - AE1"
1,1,PH014,"Physics 2 (Fluid Mechanics and Thermal Physics)",2,"2 (2, 0)",CS,CS_2021,"Toefl >= 500 - AE1",2021,"CS_2021-2021-Toefl >= 500 - AE1"
1,1,PT001,"Physical Training 1",3,"3 (3, 0)",CS,CS_2021,"Toefl >= 500 - AE1",2021,"CS_2021-2021-Toefl >= 500 - AE1"
1,1,ENTP00,"Intensive English 0",17,"17 (17, 0)",CS,CS_2021,IE0,2021,CS_2021-2021-IE0
1,1,ENTP01,"Intensive English 1",17,"17 (17, 0)",CS,CS_2021,IE0,2021,CS_2021-2021-IE0
1,1,ENTP01,"Intensive English 1",17,"17 (17, 0)",CS,CS_DE(3:1),"Toefl < 430 IE1",2021,"CS_DE(3:1)-2021-Toefl < 430 IE1"
1,1,ENTP02,"Intensive English 2",13,"13 (13, 0)",CS,CS_DE(3:1),"Toefl < 430 IE1",2021,"CS_DE(3:1)-2021-Toefl < 430 IE1"
1,1,ENTP02,"Intensive English 2",13,"13 (13, 0)",CS,CS_DE(3:1),"500> Toefl >= 430 IE2",2021,"CS_DE(3:1)-2021-500> Toefl >= 430 IE2"
1,1,CH011,"Chemistry for Engineer",3,"3 (3, 0)",CS,CS_DE(3:1),"Toefl >= 500 - AE1",2021,"CS_DE(3:1)-2021-Toefl >= 500 - AE1"
1,1,CH012,"Chemistry Laboratory",1,"1 (0, 1)",CS,CS_DE(3:1),"Toefl >= 500 - AE1",2021,"CS_DE(3:1)-2021-Toefl >= 500 - AE1"
1,1,EN007,"Writing AE1",2,"2 (2, 0)",CS,CS_DE(3:1),"Toefl >= 500 - AE1",2021,"CS_DE(3:1)-2021-Toefl >= 500 - AE1"
1,1,EN008,"Listening AE1",2,"2 (2, 0)",CS,CS_DE(3:1),"Toefl >= 500 - AE1",2021,"CS_DE(3:1)-2021-Toefl >= 500 - AE1"
1,1,IT064,"Introduction to Computing",3,"3 (3, 0)",CS,CS_DE(3:1),"Toefl >= 500 - AE1",2021,"CS_DE(3:1)-2021-Toefl >= 500 - AE1"
1,1,IT116,"C Programming",4,"4 (3, 1)",CS,CS_DE(3:1),"Toefl >= 500 - AE1",2021,"CS_DE(3:1)-2021-Toefl >= 500 - AE1"
1,1,MA001,"Calculus 1",4,"4 (4, 0)",CS,CS_DE(3:1),"Toefl >= 500 - AE1",2021,"CS_DE(3:1)-2021-Toefl >= 500 - AE1"
1,1,PH013,"Physics 1 (general mechanics",2,"2 (2, 0)",CS,CS_DE(3:1),"Toefl >= 500 - AE1",2021,"CS_DE(3:1)-2021-Toefl >= 500 - AE1"
1,1,PH014,"Physics 2 (Fluid Mechanics and Thermal Physics)",2,"2 (2, 0)",CS,CS_DE(3:1),"Toefl >= 500 - AE1",2021,"CS_DE(3:1)-2021-Toefl >= 500 - AE1"
1,1,ENTP00,"Intensive English 0",17,"17 (17, 0)",CS,CS_DE(3:1),IE0,2021,CS_DE(3:1)-2021-IE0
1,1,ENTP01,"Intensive English 1",17,"17 (17, 0)",CS,CS_DE(3:1),IE0,2021,CS_DE(3:1)-2021-IE0
1,1,ENTP01,"Intensive English 1",17,"17 (17, 0)",CS,CS_DE(2:2),"Toefl < 430 IE1",2021,"CS_DE(2:2)-2021-Toefl < 430 IE1"
1,1,ENTP02,"Intensive English 2",13,"13 (13, 0)",CS,CS_DE(2:2),"Toefl < 430 IE1",2021,"CS_DE(2:2)-2021-Toefl < 430 IE1"
1,1,ENTP02,"Intensive English 2",13,"13 (13, 0)",CS,CS_DE(2:2),"500> Toefl >= 430 IE2",2021,"CS_DE(2:2)-2021-500> Toefl >= 430 IE2"
1,1,CH011,"Chemistry for Engineer",3,"3 (3, 0)",CS,CS_DE(2:2),"Toefl >= 500 - AE1",2021,"CS_DE(2:2)-2021-Toefl >= 500 - AE1"
1,1,CH012,"Chemistry Laboratory",1,"1 (0, 1)",CS,CS_DE(2:2),"Toefl >= 500 - AE1",2021,"CS_DE(2:2)-2021-Toefl >= 500 - AE1"
1,1,EN007,"Writing AE1",2,"2 (2, 0)",CS,CS_DE(2:2),"Toefl >= 500 - AE1",2021,"CS_DE(2:2)-2021-Toefl >= 500 - AE1"
1,1,EN008,"Listening AE1",2,"2 (2, 0)",CS,CS_DE(2:2),"Toefl >= 500 - AE1",2021,"CS_DE(2:2)-2021-Toefl >= 500 - AE1"
1,1,IT064,"Introduction to Computing",3,"3 (3, 0)",CS,CS_DE(2:2),"Toefl >= 500 - AE1",2021,"CS_DE(2:2)-2021-Toefl >= 500 - AE1"
1,1,IT116,"C Programming",4,"4 (3, 1)",CS,CS_DE(2:2),"Toefl >= 500 - AE1",2021,"CS_DE(2:2)-2021-Toefl >= 500 - AE1"
1,1,MA001,"Calculus 1",4,"4 (4, 0)",CS,CS_DE(2:2),"Toefl >= 500 - AE1",2021,"CS_DE(2:2)-2021-Toefl >= 500 - AE1"
1,1,PH013,"Physics 1 (general mechanics",2,"2 (2, 0)",CS,CS_DE(2:2),"Toefl >= 500 - AE1",2021,"CS_DE(2:2)-2021-Toefl >= 500 - AE1"
1,1,PH014,"Physics 2 (Fluid Mechanics and Thermal Physics)",2,"2 (2, 0)",CS,CS_DE(2:2),"Toefl >= 500 - AE1",2021,"CS_DE(2:2)-2021-Toefl >= 500 - AE1"
1,1,ENTP00,"Intensive English 0",17,"17 (17, 0)",CS,CS_DE(2:2),IE0,2021,CS_DE(2:2)-2021-IE0
1,1,ENTP01,"Intensive English 1",17,"17 (17, 0)",CS,CS_DE(2:2),IE0,2021,CS_DE(2:2)-2021-IE0
1,1,ENTP01,"Intensive English 1",17,"17 (17, 0)",CS,CS_2020_2,"Toefl < 430 IE1",2020,"CS_2020_2-2020-Toefl < 430 IE1"
1,1,ENTP02,"Intensive English 2",13,"13 (13, 0)",CS,CS_2020_2,"Toefl < 430 IE1",2020,"CS_2020_2-2020-Toefl < 430 IE1"
1,1,ENTP02,"Intensive English 2",13,"13 (13, 0)",CS,CS_2020_2,"500> Toefl >= 430 IE2",2020,"CS_2020_2-2020-500> Toefl >= 430 IE2"
1,1,ENTP03,"Intensive English 3",10,"10 (10, 0)",CS,CS_2020_2,"500> Toefl >= 430 IE2",2020,"CS_2020_2-2020-500> Toefl >= 430 IE2"
1,1,CH011,"Chemistry for Engineer",3,"3 (3, 0)",CS,CS_2020_2,"Toefl >= 500 - AE1",2020,"CS_2020_2-2020-Toefl >= 500 - AE1"
1,1,CH012,"Chemistry Laboratory",1,"1 (0, 1)",CS,CS_2020_2,"Toefl >= 500 - AE1",2020,"CS_2020_2-2020-Toefl >= 500 - AE1"
1,1,EN007,"Writing AE1",2,"2 (2, 0)",CS,CS_2020_2,"Toefl >= 500 - AE1",2020,"CS_2020_2-2020-Toefl >= 500 - AE1"
1,1,EN008,"Listening AE1",2,"2 (2, 0)",CS,CS_2020_2,"Toefl >= 500 - AE1",2020,"CS_2020_2-2020-Toefl >= 500 - AE1"
1,1,IT064,"Introduction to Computing",3,"3 (3, 0)",CS,CS_2020_2,"Toefl >= 500 - AE1",2020,"CS_2020_2-2020-Toefl >= 500 - AE1"
1,1,MA001,"Calculus 1",4,"4 (4, 0)",CS,CS_2020_2,"Toefl >= 500 - AE1",2020,"CS_2020_2-2020-Toefl >= 500 - AE1"
1,1,PH013,"Physics 1 (general mechanics",2,"2 (2, 0)",CS,CS_2020_2,"Toefl >= 500 - AE1",2020,"CS_2020_2-2020-Toefl >= 500 - AE1"
1,1,PH014,"Physics 2 (Fluid Mechanics and Thermal Physics)",2,"2 (2, 0)",CS,CS_2020_2,"Toefl >= 500 - AE1",2020,"CS_2020_2-2020-Toefl >= 500 - AE1"
1,1,PT001,"Physical Training 1",3,"3 (3, 0)",CS,CS_2020_2,"Toefl >= 500 - AE1",2020,"CS_2020_2-2020-Toefl >= 500 - AE1"
1,1,ENTP00,"Intensive English 0",17,"17 (17, 0)",CS,CS_2020_2,IE0,2020,CS_2020_2-2020-IE0
1,1,ENTP01,"Intensive English 1",17,"17 (17, 0)",CS,CS_2020_2,IE0,2020,CS_2020_2-2020-IE0
1,1,ENTP03,"Intensive English 3",10,"10 (10, 0)",CS,CS_2020_2,IE3,2020,CS_2020_2-2020-IE3
1,1,PE015," Philosophy Marx - Lenin",3,"3 (3, 0)",CS,CS_2020_2,IE3,2020,CS_2020_2-2020-IE3
1,1,PE016,"Marxist – Leninist Political Economy",2,"2 (2, 0)",CS,CS_2020_2,IE3,2020,CS_2020_2-2020-IE3
1,1,PT001,"Physical Training 1",3,"3 (3, 0)",CS,CS_2020_2,IE3,2020,CS_2020_2-2020-IE3
1,1,IT501,"Advanced Networking",4,"4 (3, 1)",ISM,ISM_CW_2020,"Toefl >= 500 - AE1",2020,"ISM_CW_2020-2020-Toefl >= 500 - AE1"
1,1,IT502,"Advanced Database",4,"4 (3, 1)",ISM,ISM_CW_2020,"Toefl >= 500 - AE1",2020,"ISM_CW_2020-2020-Toefl >= 500 - AE1"
1,1,IT503,"Programming Methodology",2,"2 (2, 0)",ISM,ISM_CW_2020,"Toefl >= 500 - AE1",2020,"ISM_CW_2020-2020-Toefl >= 500 - AE1"
1,1,PE501,"Research Methodology",2,"2 (2, 0)",ISM,ISM_CW_2020,"Toefl >= 500 - AE1",2020,"ISM_CW_2020-2020-Toefl >= 500 - AE1"
1,1,PE502,"Professional Ethics",2,"2 (2, 0)",ISM,ISM_CW_2020,"Toefl >= 500 - AE1",2020,"ISM_CW_2020-2020-Toefl >= 500 - AE1"
1,1,PE505,Philosophy,3,"3 (3, 0)",ISM,ISM_CW_2020,"Toefl >= 500 - AE1",2020,"ISM_CW_2020-2020-Toefl >= 500 - AE1"
1,1,IT501,"Advanced Networking",4,"4 (3, 1)",ISM,ISM_RS_2020,"Toefl >= 500 - AE1",2020,"ISM_RS_2020-2020-Toefl >= 500 - AE1"
1,1,IT502,"Advanced Database",4,"4 (3, 1)",ISM,ISM_RS_2020,"Toefl >= 500 - AE1",2020,"ISM_RS_2020-2020-Toefl >= 500 - AE1"
1,1,IT503,"Programming Methodology",2,"2 (2, 0)",ISM,ISM_RS_2020,"Toefl >= 500 - AE1",2020,"ISM_RS_2020-2020-Toefl >= 500 - AE1"
1,1,PE501,"Research Methodology",2,"2 (2, 0)",ISM,ISM_RS_2020,"Toefl >= 500 - AE1",2020,"ISM_RS_2020-2020-Toefl >= 500 - AE1"
1,1,PE502,"Professional Ethics",2,"2 (2, 0)",ISM,ISM_RS_2020,"Toefl >= 500 - AE1",2020,"ISM_RS_2020-2020-Toefl >= 500 - AE1"
1,1,PE505,Philosophy,3,"3 (3, 0)",ISM,ISM_RS_2020,"Toefl >= 500 - AE1",2020,"ISM_RS_2020-2020-Toefl >= 500 - AE1"
1,1,IT501,"Advanced Networking",4,"4 (3, 1)",ISM,ISM_CW_2020,"Toefl >= 500 - AE1",2020,"ISM_CW_2020-2020-Toefl >= 500 - AE1"
1,1,IT502,"Advanced Database",4,"4 (3, 1)",ISM,ISM_CW_2020,"Toefl >= 500 - AE1",2020,"ISM_CW_2020-2020-Toefl >= 500 - AE1"
1,1,IT503,"Programming Methodology",2,"2 (2, 0)",ISM,ISM_CW_2020,"Toefl >= 500 - AE1",2020,"ISM_CW_2020-2020-Toefl >= 500 - AE1"
1,1,PE501,"Research Methodology",2,"2 (2, 0)",ISM,ISM_CW_2020,"Toefl >= 500 - AE1",2020,"ISM_CW_2020-2020-Toefl >= 500 - AE1"
1,1,PE502,"Professional Ethics",2,"2 (2, 0)",ISM,ISM_CW_2020,"Toefl >= 500 - AE1",2020,"ISM_CW_2020-2020-Toefl >= 500 - AE1"
1,1,PE505,Philosophy,3,"3 (3, 0)",ISM,ISM_CW_2020,"Toefl >= 500 - AE1",2020,"ISM_CW_2020-2020-Toefl >= 500 - AE1"
1,1,IT501,"Advanced Networking",4,"4 (3, 1)",ISM,ISM_RS_2020,"Toefl >= 500 - AE1",2020,"ISM_RS_2020-2020-Toefl >= 500 - AE1"
1,1,IT502,"Advanced Database",4,"4 (3, 1)",ISM,ISM_RS_2020,"Toefl >= 500 - AE1",2020,"ISM_RS_2020-2020-Toefl >= 500 - AE1"
1,1,IT503,"Programming Methodology",2,"2 (2, 0)",ISM,ISM_RS_2020,"Toefl >= 500 - AE1",2020,"ISM_RS_2020-2020-Toefl >= 500 - AE1"
1,1,PE501,"Research Methodology",2,"2 (2, 0)",ISM,ISM_RS_2020,"Toefl >= 500 - AE1",2020,"ISM_RS_2020-2020-Toefl >= 500 - AE1"
1,1,PE502,"Professional Ethics",2,"2 (2, 0)",ISM,ISM_RS_2020,"Toefl >= 500 - AE1",2020,"ISM_RS_2020-2020-Toefl >= 500 - AE1"
1,1,PE505,Philosophy,3,"3 (3, 0)",ISM,ISM_RS_2020,"Toefl >= 500 - AE1",2020,"ISM_RS_2020-2020-Toefl >= 500 - AE1"
1,1,IT501,"Advanced Networking",4,"4 (3, 1)",NES,NES_CW_2020,"Toefl >= 500 - AE1",2020,"NES_CW_2020-2020-Toefl >= 500 - AE1"
1,1,IT502,"Advanced Database",4,"4 (3, 1)",NES,NES_CW_2020,"Toefl >= 500 - AE1",2020,"NES_CW_2020-2020-Toefl >= 500 - AE1"
1,1,IT503,"Programming Methodology",2,"2 (2, 0)",NES,NES_CW_2020,"Toefl >= 500 - AE1",2020,"NES_CW_2020-2020-Toefl >= 500 - AE1"
1,1,PE501,"Research Methodology",2,"2 (2, 0)",NES,NES_CW_2020,"Toefl >= 500 - AE1",2020,"NES_CW_2020-2020-Toefl >= 500 - AE1"
1,1,PE502,"Professional Ethics",2,"2 (2, 0)",NES,NES_CW_2020,"Toefl >= 500 - AE1",2020,"NES_CW_2020-2020-Toefl >= 500 - AE1"
1,1,PE505,Philosophy,3,"3 (3, 0)",NES,NES_CW_2020,"Toefl >= 500 - AE1",2020,"NES_CW_2020-2020-Toefl >= 500 - AE1"
1,1,IT501,"Advanced Networking",4,"4 (3, 1)",NES,NES_RS_2020,"Toefl >= 500 - AE1",2020,"NES_RS_2020-2020-Toefl >= 500 - AE1"
1,1,IT502,"Advanced Database",4,"4 (3, 1)",NES,NES_RS_2020,"Toefl >= 500 - AE1",2020,"NES_RS_2020-2020-Toefl >= 500 - AE1"
1,1,IT503,"Programming Methodology",2,"2 (2, 0)",NES,NES_RS_2020,"Toefl >= 500 - AE1",2020,"NES_RS_2020-2020-Toefl >= 500 - AE1"
1,1,PE501,"Research Methodology",2,"2 (2, 0)",NES,NES_RS_2020,"Toefl >= 500 - AE1",2020,"NES_RS_2020-2020-Toefl >= 500 - AE1"
1,1,PE502,"Professional Ethics",2,"2 (2, 0)",NES,NES_RS_2020,"Toefl >= 500 - AE1",2020,"NES_RS_2020-2020-Toefl >= 500 - AE1"
1,1,PE505,Philosophy,3,"3 (3, 0)",NES,NES_RS_2020,"Toefl >= 500 - AE1",2020,"NES_RS_2020-2020-Toefl >= 500 - AE1"
1,1,IT501,"Advanced Networking",4,"4 (3, 1)",NES,NES_CW_2020,"Toefl >= 500 - AE1",2020,"NES_CW_2020-2020-Toefl >= 500 - AE1"
1,1,IT502,"Advanced Database",4,"4 (3, 1)",NES,NES_CW_2020,"Toefl >= 500 - AE1",2020,"NES_CW_2020-2020-Toefl >= 500 - AE1"
1,1,IT503,"Programming Methodology",2,"2 (2, 0)",NES,NES_CW_2020,"Toefl >= 500 - AE1",2020,"NES_CW_2020-2020-Toefl >= 500 - AE1"
1,1,PE501,"Research Methodology",2,"2 (2, 0)",NES,NES_CW_2020,"Toefl >= 500 - AE1",2020,"NES_CW_2020-2020-Toefl >= 500 - AE1"
1,1,PE502,"Professional Ethics",2,"2 (2, 0)",NES,NES_CW_2020,"Toefl >= 500 - AE1",2020,"NES_CW_2020-2020-Toefl >= 500 - AE1"
1,1,PE505,Philosophy,3,"3 (3, 0)",NES,NES_CW_2020,"Toefl >= 500 - AE1",2020,"NES_CW_2020-2020-Toefl >= 500 - AE1"
1,1,IT501,"Advanced Networking",4,"4 (3, 1)",NES,NES_RS_2020,"Toefl >= 500 - AE1",2020,"NES_RS_2020-2020-Toefl >= 500 - AE1"
1,1,IT502,"Advanced Database",4,"4 (3, 1)",NES,NES_RS_2020,"Toefl >= 500 - AE1",2020,"NES_RS_2020-2020-Toefl >= 500 - AE1"
1,1,IT503,"Programming Methodology",2,"2 (2, 0)",NES,NES_RS_2020,"Toefl >= 500 - AE1",2020,"NES_RS_2020-2020-Toefl >= 500 - AE1"
1,1,PE501,"Research Methodology",2,"2 (2, 0)",NES,NES_RS_2020,"Toefl >= 500 - AE1",2020,"NES_RS_2020-2020-Toefl >= 500 - AE1"
1,1,PE502,"Professional Ethics",2,"2 (2, 0)",NES,NES_RS_2020,"Toefl >= 500 - AE1",2020,"NES_RS_2020-2020-Toefl >= 500 - AE1"
1,1,PE505,Philosophy,3,"3 (3, 0)",NES,NES_RS_2020,"Toefl >= 500 - AE1",2020,"NES_RS_2020-2020-Toefl >= 500 - AE1"
1,1,PE015," Philosophy Marx - Lenin",3,"3 (3, 0)",DS,DS_2020_1,"Toefl >= 500 - AE1",2020,"DS_2020_1-2020-Toefl >= 500 - AE1"
1,1,PH013,"Physics 1 (general mechanics",2,"2 (2, 0)",DS,DS_2020_1,"Toefl >= 500 - AE1",2020,"DS_2020_1-2020-Toefl >= 500 - AE1"
1,1,PT001,"Physical Training 1",3,"3 (3, 0)",DS,DS_2020_1,"Toefl >= 500 - AE1",2020,"DS_2020_1-2020-Toefl >= 500 - AE1"
1,1,ENTP00,"Intensive English 0",17,"17 (17, 0)",DS,DS_2020_1,IE0,2020,DS_2020_1-2020-IE0
1,1,ENTP01,"Intensive English 1",17,"17 (17, 0)",DS,DS_2020_1,IE0,2020,DS_2020_1-2020-IE0
1,1,ENTP03,"Intensive English 3",10,"10 (10, 0)",DS,DS_2020_1,IE3,2020,DS_2020_1-2020-IE3
1,1,PE015," Philosophy Marx - Lenin",3,"3 (3, 0)",DS,DS_2020_1,IE3,2020,DS_2020_1-2020-IE3
1,1,PE016,"Marxist – Leninist Political Economy",2,"2 (2, 0)",DS,DS_2020_1,IE3,2020,DS_2020_1-2020-IE3
1,1,PT001,"Physical Training 1",3,"3 (3, 0)",DS,DS_2020_1,IE3,2020,DS_2020_1-2020-IE3
1,1,ENTP01,"Intensive English 1",17,"17 (17, 0)",DS,DS_2021,"Toefl < 430 IE1",2021,"DS_2021-2021-Toefl < 430 IE1"
1,1,ENTP02,"Intensive English 2",13,"13 (13, 0)",DS,DS_2021,"Toefl < 430 IE1",2021,"DS_2021-2021-Toefl < 430 IE1"
1,1,ENTP02,"Intensive English 2",13,"13 (13, 0)",DS,DS_2021,"500> Toefl >= 430 IE2",2021,"DS_2021-2021-500> Toefl >= 430 IE2"
1,1,CH011,"Chemistry for Engineer",3,"3 (3, 0)",DS,DS_2021,"Toefl >= 500 - AE1",2021,"DS_2021-2021-Toefl >= 500 - AE1"
1,1,CH012,"Chemistry Laboratory",1,"1 (0, 1)",DS,DS_2021,"Toefl >= 500 - AE1",2021,"DS_2021-2021-Toefl >= 500 - AE1"
1,1,EN007,"Writing AE1",2,"2 (2, 0)",DS,DS_2021,"Toefl >= 500 - AE1",2021,"DS_2021-2021-Toefl >= 500 - AE1"
1,1,EN008,"Listening AE1",2,"2 (2, 0)",DS,DS_2021,"Toefl >= 500 - AE1",2021,"DS_2021-2021-Toefl >= 500 - AE1"
1,1,IT135,"Introduction to Data Science",3,"3 (3, 0)",DS,DS_2021,"Toefl >= 500 - AE1",2021,"DS_2021-2021-Toefl >= 500 - AE1"
1,1,MA001,"Calculus 1",4,"4 (4, 0)",DS,DS_2021,"Toefl >= 500 - AE1",2021,"DS_2021-2021-Toefl >= 500 - AE1"
1,1,PE015," Philosophy Marx - Lenin",3,"3 (3, 0)",DS,DS_2021,"Toefl >= 500 - AE1",2021,"DS_2021-2021-Toefl >= 500 - AE1"
1,1,PH013,"Physics 1 (general mechanics",2,"2 (2, 0)",DS,DS_2021,"Toefl >= 500 - AE1",2021,"DS_2021-2021-Toefl >= 500 - AE1"
1,1,PT001,"Physical Training 1",3,"3 (3, 0)",DS,DS_2021,"Toefl >= 500 - AE1",2021,"DS_2021-2021-Toefl >= 500 - AE1"
1,1,ENTP00,"Intensive English 0",17,"17 (17, 0)",DS,DS_2021,IE0,2021,DS_2021-2021-IE0
1,1,ENTP01,"Intensive English 1",17,"17 (17, 0)",DS,DS_2021,IE0,2021,DS_2021-2021-IE0
1,1,ENTP01,"Intensive English 1",17,"17 (17, 0)",DS,CE_DE(2.5:1.5),"Toefl < 430 IE1",2021,"CE_DE(2.5:1.5)-2021-Toefl < 430 IE1"
1,1,ENTP02,"Intensive English 2",13,"13 (13, 0)",DS,CE_DE(2.5:1.5),"Toefl < 430 IE1",2021,"CE_DE(2.5:1.5)-2021-Toefl < 430 IE1"
1,1,ENTP02,"Intensive English 2",13,"13 (13, 0)",DS,CE_DE(2.5:1.5),"500> Toefl >= 430 IE2",2021,"CE_DE(2.5:1.5)-2021-500> Toefl >= 430 IE2"
1,1,CH011,"Chemistry for Engineer",3,"3 (3, 0)",DS,CE_DE(2.5:1.5),"Toefl >= 500 - AE1",2021,"CE_DE(2.5:1.5)-2021-Toefl >= 500 - AE1"
1,1,CH012,"Chemistry Laboratory",1,"1 (0, 1)",DS,CE_DE(2.5:1.5),"Toefl >= 500 - AE1",2021,"CE_DE(2.5:1.5)-2021-Toefl >= 500 - AE1"
1,1,EN007,"Writing AE1",2,"2 (2, 0)",DS,CE_DE(2.5:1.5),"Toefl >= 500 - AE1",2021,"CE_DE(2.5:1.5)-2021-Toefl >= 500 - AE1"
1,1,EN008,"Listening AE1",2,"2 (2, 0)",DS,CE_DE(2.5:1.5),"Toefl >= 500 - AE1",2021,"CE_DE(2.5:1.5)-2021-Toefl >= 500 - AE1"
1,1,IT064,"Introduction to Computing",3,"3 (3, 0)",DS,CE_DE(2.5:1.5),"Toefl >= 500 - AE1",2021,"CE_DE(2.5:1.5)-2021-Toefl >= 500 - AE1"
1,1,IT116,"C Programming",4,"4 (3, 1)",DS,CE_DE(2.5:1.5),"Toefl >= 500 - AE1",2021,"CE_DE(2.5:1.5)-2021-Toefl >= 500 - AE1"
1,1,MA001,"Calculus 1",4,"4 (4, 0)",DS,CE_DE(2.5:1.5),"Toefl >= 500 - AE1",2021,"CE_DE(2.5:1.5)-2021-Toefl >= 500 - AE1"
1,1,PH013,"Physics 1 (general mechanics",2,"2 (2, 0)",DS,CE_DE(2.5:1.5),"Toefl >= 500 - AE1",2021,"CE_DE(2.5:1.5)-2021-Toefl >= 500 - AE1"
